58.172,1,1,1,0.11688,-0.74392,0.013661,0.55342,1,0.013661,0.55342,0.00018662,0.30627,1,1,0.013661,0.55342,0.00018662,0.30627,1,0.00018662,0.30627,3.4827e-08,0.093801
4273.6,1,1,1,-2.433,-0.6086,5.9195,0.37039,1,5.9195,0.37039,35.04,0.13719,1,1,5.9195,0.37039,35.04,0.13719,1,35.04,0.13719,1227.8,0.018821
0.32028,1,1,1,0.55506,0.34306,0.30809,0.11769,1,0.30809,0.11769,0.094919,0.013851,1,1,0.30809,0.11769,0.094919,0.013851,1,0.094919,0.013851,0.0090096,0.00019185
1584.2,1,1,1,2.1714,0.73643,4.715,0.54233,1,4.715,0.54233,22.231,0.29412,1,1,4.715,0.54233,22.231,0.29412,1,22.231,0.29412,494.22,0.086507
43.929,1,1,1,-0.73686,-0.096664,0.54296,0.0093439,1,0.54296,0.0093439,0.29481,8.7308e-05,1,1,0.54296,0.0093439,0.29481,8.7308e-05,1,0.29481,8.7308e-05,0.086913,7.6227e-09
1.1856,1,1,1,0.81547,0.55769,0.66499,0.31102,1,0.66499,0.31102,0.44221,0.096733,1,1,0.66499,0.31102,0.44221,0.096733,1,0.44221,0.096733,0.19555,0.0093573
217.25,1,1,1,1.0638,-0.34221,1.1317,0.11711,1,1.1317,0.11711,1.2807,0.013715,1,1,1.1317,0.11711,1.2807,0.013715,1,1.2807,0.013715,1.6402,0.0001881
116.03,1,1,1,-0.72962,-0.53083,0.53235,0.28178,1,0.53235,0.28178,0.2834,0.0794,1,1,0.53235,0.28178,0.2834,0.0794,1,0.2834,0.0794,0.080316,0.0063044
82.476,1,1,1,0.99732,0.086483,0.99465,0.0074793,1,0.99465,0.0074793,0.98933,5.594e-05,1,1,0.99465,0.0074793,0.98933,5.594e-05,1,0.98933,5.594e-05,0.97877,3.1293e-09
110.08,1,1,1,0.46674,1.2657,0.21785,1.602,1,0.21785,1.602,0.047459,2.5664,1,1,0.21785,1.602,0.047459,2.5664,1,0.047459,2.5664,0.0022524,6.5864
11.796,1,1,1,-0.81776,0.37733,0.66873,0.14238,1,0.66873,0.14238,0.4472,0.020272,1,1,0.66873,0.14238,0.4472,0.020272,1,0.4472,0.020272,0.19999,0.00041095
74.257,1,1,1,-0.44719,1.0495,0.19998,1.1015,1,0.19998,1.1015,0.039992,1.2133,1,1,0.19998,1.1015,0.039992,1.2133,1,0.039992,1.2133,0.0015994,1.4721
116.24,1,1,1,0.32728,1.1832,0.10711,1.4,1,0.10711,1.4,0.011473,1.96,1,1,0.10711,1.4,0.011473,1.96,1,0.011473,1.96,0.00013163,3.8416
1497.6,1,1,1,2.1044,0.56005,4.4285,0.31366,1,4.4285,0.31366,19.612,0.098383,1,1,4.4285,0.31366,19.612,0.098383,1,19.612,0.098383,384.63,0.0096792
231.17,1,1,1,-1.2817,0.13948,1.6428,0.019455,1,1.6428,0.019455,2.6988,0.0003785,1,1,1.6428,0.019455,2.6988,0.0003785,1,2.6988,0.0003785,7.2835,1.4326e-07
1.6255,1,1,1,-0.18437,-0.0132,0.033992,0.00017424,1,0.033992,0.00017424,0.0011555,3.036e-08,1,1,0.033992,0.00017424,0.0011555,3.036e-08,1,0.0011555,3.036e-08,1.3352e-06,9.2173e-16
189.75,1,1,1,0.96128,-0.45341,0.92406,0.20558,1,0.92406,0.20558,0.85389,0.042263,1,1,0.92406,0.20558,0.85389,0.042263,1,0.85389,0.042263,0.72913,0.0017862
63.715,1,1,1,-0.42787,-0.60227,0.18307,0.36273,1,0.18307,0.36273,0.033515,0.13157,1,1,0.18307,0.36273,0.033515,0.13157,1,0.033515,0.13157,0.0011233,0.017311
46.616,1,1,1,-0.28674,0.75274,0.08222,0.56662,1,0.08222,0.56662,0.0067601,0.32106,1,1,0.08222,0.56662,0.0067601,0.32106,1,0.0067601,0.32106,4.5699e-05,0.10308
3.7445,1,1,1,-0.030034,0.16472,0.00090204,0.027133,1,0.00090204,0.027133,8.1368e-07,0.0007362,1,1,0.00090204,0.027133,8.1368e-07,0.0007362,1,8.1368e-07,0.0007362,6.6208e-13,5.4199e-07
427.89,1,1,1,0.47022,-1.8468,0.22111,3.4107,1,0.22111,3.4107,0.04889,11.633,1,1,0.22111,3.4107,0.04889,11.633,1,0.04889,11.633,0.0023902,135.33
6.8617,1,1,1,-0.94662,1.0714,0.89609,1.1479,1,0.89609,1.1479,0.80298,1.3177,1,1,0.89609,1.1479,0.80298,1.3177,1,0.80298,1.3177,0.64478,1.7363
1.5391,1,1,1,-0.12577,-0.036306,0.015818,0.0013181,1,0.015818,0.0013181,0.00025021,1.7374e-06,1,1,0.015818,0.0013181,0.00025021,1.7374e-06,1,0.00025021,1.7374e-06,6.2605e-08,3.0186e-12
308.27,1,1,1,-0.39327,1.9049,0.15466,3.6286,1,0.15466,3.6286,0.02392,13.167,1,1,0.15466,3.6286,0.02392,13.167,1,0.02392,13.167,0.00057217,173.37
1.1644,1,1,1,0.097852,0.068785,0.009575,0.0047314,1,0.009575,0.0047314,9.1681e-05,2.2386e-05,1,1,0.009575,0.0047314,9.1681e-05,2.2386e-05,1,9.1681e-05,2.2386e-05,8.4054e-09,5.0113e-10
547.78,1,1,1,-1.6763,0.48497,2.81,0.2352,1,2.81,0.2352,7.8961,0.055319,1,1,2.81,0.2352,7.8961,0.055319,1,7.8961,0.055319,62.348,0.0030602
445.87,1,1,1,-1.1487,-0.78101,1.3195,0.60998,1,1.3195,0.60998,1.7411,0.37208,1,1,1.3195,0.60998,1.7411,0.37208,1,1.7411,0.37208,3.0314,0.13844
10264,1,1,1,2.9829,-1.2317,8.8977,1.5171,1,8.8977,1.5171,79.169,2.3016,1,1,8.8977,1.5171,79.169,2.3016,1,79.169,2.3016,6267.7,5.2974
175.41,1,1,1,-0.37668,-1.1753,0.14189,1.3813,1,0.14189,1.3813,0.020133,1.908,1,1,0.14189,1.3813,0.020133,1.908,1,0.020133,1.908,0.00040534,3.6405
163.42,1,1,1,1.0114,-0.25548,1.0229,0.06527,1,1.0229,0.06527,1.0463,0.0042602,1,1,1.0229,0.06527,1.0463,0.0042602,1,1.0463,0.0042602,1.0947,1.8149e-05
32.601,1,1,1,0.26608,0.63704,0.070799,0.40582,1,0.070799,0.40582,0.0050125,0.16469,1,1,0.070799,0.40582,0.0050125,0.16469,1,0.0050125,0.16469,2.5125e-05,0.027123
14.509,1,1,1,0.34516,0.49437,0.11914,0.2444,1,0.11914,0.2444,0.014194,0.059731,1,1,0.11914,0.2444,0.014194,0.059731,1,0.014194,0.059731,0.00020147,0.0035678
322.61,1,1,1,1.0454,-0.70326,1.0929,0.49457,1,1.0929,0.49457,1.1944,0.2446,1,1,1.0929,0.49457,1.1944,0.2446,1,1.1944,0.2446,1.4266,0.059829
67.136,1,1,1,0.0057011,-0.81328,3.2503e-05,0.66142,1,3.2503e-05,0.66142,1.0564e-09,0.43748,1,1,3.2503e-05,0.66142,1.0564e-09,0.43748,1,1.0564e-09,0.43748,1.116e-18,0.19139
16.199,1,1,1,-0.2043,0.42578,0.041738,0.18129,1,0.041738,0.18129,0.0017421,0.032866,1,1,0.041738,0.18129,0.0017421,0.032866,1,0.0017421,0.032866,3.0349e-06,0.0010802
211.23,1,1,1,-0.86718,-0.68931,0.752,0.47515,1,0.752,0.47515,0.5655,0.22577,1,1,0.752,0.47515,0.5655,0.22577,1,0.5655,0.22577,0.31979,0.050972
8.2186,1,1,1,0.056934,0.27397,0.0032415,0.07506,1,0.0032415,0.07506,1.0507e-05,0.005634,1,1,0.0032415,0.07506,1.0507e-05,0.005634,1,1.0507e-05,0.005634,1.104e-10,3.1742e-05
589.79,1,1,1,1.8438,0.97249,3.3996,0.94574,1,3.3996,0.94574,11.557,0.89442,1,1,3.3996,0.94574,11.557,0.89442,1,11.557,0.89442,133.56,0.79999
127.95,1,1,1,-1.405,0.86878,1.974,0.75478,1,1.974,0.75478,3.8967,0.56969,1,1,1.974,0.75478,3.8967,0.56969,1,3.8967,0.56969,15.184,0.32455
19.528,1,1,1,0.013557,0.43093,0.00018379,0.1857,1,0.00018379,0.1857,3.3779e-08,0.034484,1,1,0.00018379,0.1857,3.3779e-08,0.034484,1,3.3779e-08,0.034484,1.141e-15,0.0011891
903.23,1,1,1,-0.91804,-2.1565,0.8428,4.6505,1,0.8428,4.6505,0.71031,21.627,1,1,0.8428,4.6505,0.71031,21.627,1,0.71031,21.627,0.50454,467.73
63.053,1,1,1,-0.24795,-0.72271,0.061479,0.52231,1,0.061479,0.52231,0.0037797,0.27281,1,1,0.061479,0.52231,0.0037797,0.27281,1,0.0037797,0.27281,1.4286e-05,0.074425
38.213,1,1,1,-0.53225,0.88216,0.28329,0.77821,1,0.28329,0.77821,0.080253,0.60561,1,1,0.28329,0.77821,0.080253,0.60561,1,0.080253,0.60561,0.0064405,0.36676
32.395,1,1,1,-0.69512,-0.060139,0.48319,0.0036167,1,0.48319,0.0036167,0.23347,1.3081e-05,1,1,0.48319,0.0036167,0.23347,1.3081e-05,1,0.23347,1.3081e-05,0.054508,1.7111e-10
4.4175,1,1,1,-1.0962,1.217,1.2017,1.4811,1,1.2017,1.4811,1.4441,2.1937,1,1,1.2017,1.4811,1.4441,2.1937,1,1.4441,2.1937,2.0854,4.8123
21.8,1,1,1,-0.74747,0.99168,0.55871,0.98343,1,0.55871,0.98343,0.31216,0.96713,1,1,0.55871,0.98343,0.31216,0.96713,1,0.31216,0.96713,0.097444,0.93534
102.32,1,1,1,-1.0372,2.0665,1.0758,4.2704,1,1.0758,4.2704,1.1573,18.236,1,1,1.0758,4.2704,1.1573,18.236,1,1.1573,18.236,1.3393,332.55
425.87,1,1,1,-0.91784,-1.2123,0.84243,1.4697,1,0.84243,1.4697,0.70969,2.16,1,1,0.84243,1.4697,0.70969,2.16,1,0.70969,2.16,0.50366,4.6656
439.5,1,1,1,0.95426,-1.1858,0.91061,1.4061,1,0.91061,1.4061,0.82921,1.9771,1,1,0.91061,1.4061,0.82921,1.9771,1,0.82921,1.9771,0.68759,3.9089
809.04,1,1,1,1.8469,0.56799,3.411,0.32261,1,3.411,0.32261,11.635,0.10408,1,1,3.411,0.32261,11.635,0.10408,1,11.635,0.10408,135.37,0.010833
62.333,1,1,1,-0.1627,0.80738,0.026471,0.65186,1,0.026471,0.65186,0.00070071,0.42492,1,1,0.026471,0.65186,0.00070071,0.42492,1,0.00070071,0.42492,4.9099e-07,0.18056
9.7492,1,1,1,-0.17502,-0.25865,0.030632,0.0669,1,0.030632,0.0669,0.00093832,0.0044756,1,1,0.030632,0.0669,0.00093832,0.0044756,1,0.00093832,0.0044756,8.8044e-07,2.0031e-05
640.08,1,1,1,1.9254,1.1788,3.7072,1.3896,1,3.7072,1.3896,13.743,1.931,1,1,3.7072,1.3896,13.743,1.931,1,13.743,1.931,188.87,3.7288
27.282,1,1,1,-0.074405,0.51669,0.0055361,0.26697,1,0.0055361,0.26697,3.0648e-05,0.071273,1,1,0.0055361,0.26697,3.0648e-05,0.071273,1,3.0648e-05,0.071273,9.393e-10,0.0050798
5.796,1,1,1,-1.3061,1.6368,1.7059,2.6791,1,1.7059,2.6791,2.9101,7.1776,1,1,1.7059,2.6791,2.9101,7.1776,1,2.9101,7.1776,8.4687,51.518
272.43,1,1,1,-1.6366,1.0491,2.6785,1.1006,1,2.6785,1.1006,7.1744,1.2113,1,1,2.6785,1.1006,7.1744,1.2113,1,7.1744,1.2113,51.472,1.4672
0.5188,1,1,1,0.88494,0.71202,0.78312,0.50697,1,0.78312,0.50697,0.61328,0.25702,1,1,0.78312,0.50697,0.61328,0.25702,1,0.61328,0.25702,0.37611,0.066059
39.875,1,1,1,1.6129,1.9729,2.6014,3.8923,1,2.6014,3.8923,6.7673,15.15,1,1,2.6014,3.8923,6.7673,15.15,1,6.7673,15.15,45.796,229.52
